text,intent
"กิจกรรมกีฬาในร่มจะจัดขึ้นที่ไหน?","student_activities"
"assembly เรื่องการสร้างธุรกิจส่วนตัวจะจัดขึ้นในวันใด?","student_activities"
"กิจกรรมวันแม่ในมหาวิทยาลัยมีอะไรบ้าง?","student_activities"
"การประกวดสร้างแอปพลิเคชันจะจัดขึ้นที่อาคารใด?","student_activities"
"กิจกรรมรวมพลศิษย์เก่าปีนี้จะจัดขึ้นเมื่อไหร่?","student_activities"
"กิจกรรมวันครบรอบสถาบันมีอะไรบ้าง?","student_activities"
"ของใบตารางกิจกรรม Assembly ได้ไหมครับ?","student_activities"
"ติดตามตารางAssemblyอย่างไร?","student_activities"
"จะมีการไปทัศนศึกษาด้านนอกไหม?","student_activities"
"มี Assembly วันไหนบ้าง?","student_activities"
"ถ้าติดธุระสามารถลา Assembly ได้ไหม?","student_activities"
"ถ้าติดธุระสามารถลากิจกรรมAssembly ได้ไหม?","student_activities"
"ถ้าติดธุระสามารถลากิจกรรมนี้ได้ไหม?","student_activities"
"วันนี้มี Assemly ไหมคะ?","student_activities"
"ถ้าจะเชิญวิทยากรมาเอง เช่น รายวิชาสัมนา ที่นักศึกษาจัดกันเอง ต้องทำเรื่องอย่างไรบ้าง?","student_activities"
"ดูตาราง assemblyได้ที่ไหน?","student_activities"
"อยากให้บอกหัวข้อกิจกรรมว่าสัปดาห์นี้มีกิจกรรมอะไร?","student_activities"
"กิจกรรม Assembly สัปดาห์นี้คือเรื่องอะไร?","student_activities"
"ฉันจะลงทะเบียนเข้าร่วมกิจกรรมเพื่อเก็บชั่วโมงได้ที่ไหน?","student_activities"
"กิจกรรมที่เกี่ยวกับ SDG ครั้งต่อไปจัดเมื่อไหร่ และมีหัวข้ออะไรบ้าง?","student_activities"
"กิจกรรมที่จัดขึ้นในวันพฤหัสบดีนี้มีอะไรบ้าง?","student_activities"
"หัวข้อ assembly ในสัปดาห์หน้าคืออะไร?","student_activities"
"assembly ครั้งล่าสุดมีหัวข้ออะไร?","student_activities"
"ฉันสามารถตรวจสอบรายชื่อวิทยากรของกิจกรรม assembly ได้ที่ไหน?","student_activities"
"งานสัมมนาในเดือนนี้มีหัวข้ออะไรบ้าง?","student_activities"
"กิจกรรมที่เกี่ยวข้องกับการพัฒนาทักษะส่วนตัวมีอะไรบ้าง?","student_activities"
"assembly สัปดาห์นี้จะพูดถึงหัวข้อใด?","student_activities"
"ใครเป็นผู้รับผิดชอบจัดกิจกรรม assembly ในครั้งนี้?","student_activities"
"ถ้าจะยื่นคำร้องขอลากิจกรรม assembly ต้องทำอย่างไร?","student_activities"
"หัวข้อในการบรรยาย assembly ครั้งหน้าเป็นเรื่องอะไร?","student_activities"
"กิจกรรม assembly ครั้งนี้จัดในสถานที่ใด?","student_activities"
"หัวข้อบรรยายใน assembly เดือนนี้คืออะไร?","student_activities"
"ใครเป็นคนดูแลกิจกรรม assembly สัปดาห์นี้?","student_activities"
"assembly หัวข้อสร้างสรรค์สังคมจัดขึ้นเมื่อใด?","student_activities"
"วิทยากรที่จะบรรยายในหัวข้อ การพัฒนานวัตกรรม คือใคร?","student_activities"
"กิจกรรมพิเศษในเดือนหน้าเกี่ยวกับการอนุรักษ์ธรรมชาติมีอะไรบ้าง?","student_activities"
"ฉันจะลงทะเบียนกิจกรรมช่วยเหลือชุมชนได้ที่ไหน?","student_activities"
"กิจกรรมพัฒนาศักยภาพนักศึกษาจะจัดในช่วงเวลาใด?","student_activities"
"assembly ที่จัดในเดือนหน้านั้นมีหัวข้ออะไรบ้าง?","student_activities"
"กิจกรรมส่งเสริมการเรียนรู้ที่จัดในปีนี้มีอะไรบ้าง?","student_activities"
"มี assembly หัวข้อเทคโนโลยี AI ในปีนี้หรือไม่?","student_activities"
"กิจกรรมที่เกี่ยวข้องกับ SDG ครั้งต่อไปจัดขึ้นในวันใด?","student_activities"
"งานแข่งขันโครงการนวัตกรรมจะจัดขึ้นในสถานที่ใด?","student_activities"
"กิจกรรมกีฬาในวันเสาร์นี้มีอะไรบ้าง?","student_activities"
"assembly ครั้งถัดไปจะจัดที่อาคารไหน?","student_activities"
"กิจกรรมเกี่ยวกับจิตอาสาในสัปดาห์หน้าเริ่มเวลาใด?","student_activities"
"ใครคือวิทยากรใน assembly หัวข้อพัฒนาทักษะผู้นำ?","student_activities"
"ฉันจะสามารถเข้าร่วมกิจกรรมอบรมพิเศษในมหาวิทยาลัยได้อย่างไร?","student_activities"
"กิจกรรม assembly ที่จัดขึ้นทุกเทอมมีหัวข้ออะไรบ้าง?","student_activities"
"กิจกรรม Assembly วันพฤหัสบดีนี้เริ่มเวลาไหน?","student_activities"
"หัวข้อการบรรยายพิเศษใน Assembly ครั้งหน้าคืออะไร?","student_activities"
"กิจกรรมวันครบรอบสถาบันในปีนี้มีอะไรที่พิเศษบ้าง?","student_activities"
"การประกวดโปรเจคจบการศึกษาจะจัดขึ้นเมื่อไหร่?","student_activities"
"กิจกรรมที่จัดโดยนักศึกษาปี 4 มีอะไรบ้าง?","student_activities"
"หัวข้อ Assembly ครั้งล่าสุดมีใครเป็นวิทยากร?","student_activities"
"Assembly เดือนนี้มีหัวข้ออะไรที่น่าสนใจ?","student_activities"
"งานจัดแสดงนวัตกรรมที่เกี่ยวกับเทคโนโลยีจะจัดขึ้นวันไหน?","student_activities"
"กิจกรรมส่งเสริมการอนุรักษ์สิ่งแวดล้อมครั้งต่อไปจะจัดขึ้นเมื่อไหร่?","student_activities"
"การบรรยายใน assembly สัปดาห์นี้เริ่มเวลาใด?","student_activities"
"กิจกรรม Assembly ครั้งต่อไปมีหัวข้อเกี่ยวกับอะไร?","student_activities"
"อยากสอบถามเรื่องทุนการศึกษาครับ?","Scholarship"
"ทุนการศึกษาแต่ละทุนมีเงื่อนไขอย่างไร?","Scholarship"
"มีทุนอะไรบ้าง?","Scholarship"
"ทุนการศึกษาที่เปิดรับตอนนี้มีอะไรบ้างและมีเงื่อนไขอย่างไร?","Scholarship"
"เงื่อนไขของทุนมีไรบ้าง?","Scholarship"
"เกรดถึง 3 สามารถขอทุนได้ไหม?","Scholarship"
"เกรดถึง 3.5 แล้วสามารถขอทุนเรียนดีได้หรือไม่?","Scholarship"
"เกรดถึง 3 สามารถขอทุนการศึกษาได้ไหม?","Scholarship"
"ทุนศักยภาพกับทุนช่วยเหลือต่างกันอย่างไง?","Scholarship"
"ขอทุนหอพักได้ไหมคะ?","Scholarship"
"ข้อมูลการขอรับทุน ขั้นตอนต้องทำยังไงบ้าง?","Scholarship"
"เอกสารที่ใช้สมัครทุนมีอะไรบ้างครับ?","Scholarship"
"ทุนการศึกษาเปิดรับกี่คน และต้องทำอย่างไรถึงได้ทุน?","Scholarship"
"มีทุนการศึกษาใดบ้างที่เหมาะสำหรับนักศึกษาปี 1 และมีเงื่อนไขการสมัครอย่างไร?","Scholarship"
"มีทุนการศึกษาสำหรับนักศึกษาต่างชาติในระดับปริญญาโทหรือไม่?","Scholarship"
"ประกาศสถาบันเทคโนโลยีจิตรลดาเรื่องหลักเกณฑ์การจ่ายทุนพัฒนาและส่งเสริมศักยภาพผู้เรียนมีผลบังคับใช้เมื่อใด?","Scholarship"
"ทุนพัฒนาและส่งเสริมศักยภาพนักเรียน นักศึกษา แบ่งออกเป็นกี่ประเภท?","Scholarship"
"ข้อใดไม่ใช่ประเภทของทุนพัฒนาและส่งเสริมศักยภาพนักเรียน นักศึกษา?","Scholarship"
"ค่าธรรมเนียมการฝึกอบรมสำหรับทุนฝึกอบรมมีวงเงินสูงสุดเท่าใด?","Scholarship"
"ในกรณีฝึกอบรมในประเทศ ค่าที่พักจ่ายตามจริงในอัตราไม่เกินเท่าใดต่อวันต่อคน?","Scholarship"
"ทุนสำหรับนำเสนอผลงานวิจัยนวัตกรรมมีวงเงินค่าธรรมเนียมสูงสุดเท่าใด?","Scholarship"
"ทุนต่อยอดนวัตกรรมมีวงเงินสูงสุดต่อโครงการเท่าใด?","Scholarship"
"ใครเป็นผู้เสนอชื่อและคุณสมบัติผู้สมควรได้รับทุน?","Scholarship"
"ในกรณีฝึกอบรมในต่างประเทศ ค่าที่พักจ่ายในอัตราไม่เกินระดับใด?","Scholarship"
"ค่าใช้จ่ายที่ครอบคลุมในทุนฝึกอบรมมีอะไรบ้าง?","Scholarship"
"การเดินทางในพื้นที่กรุงเทพมหานครหรือปริมณฑลในลักษณะไปและกลับรายวัน จะได้รับค่าเดินทางหรือไม่?","Scholarship"
"ในกรณีนำเสนอผลงานในประเทศ ค่าที่พักจ่ายตามจริงในอัตราไม่เกินเท่าใดต่อวัน?","Scholarship"
"ทุนต่อยอดนวัตกรรมมีวัตถุประสงค์เพื่ออะไร?","Scholarship"
"ในกรณีฝึกอบรมในประเทศ การเดินทางโดยเครื่องบินสามารถเบิกได้ในชั้นใด?","Scholarship"
"ค่าเบี้ยประกันการเดินทางไปต่างประเทศสามารถเบิกได้ในทุนประเภทใด?","Scholarship"
"ทุนประเภทใดที่ไม่มีการกำหนดวงเงินสูงสุดสำหรับค่าธรรมเนียม?","Scholarship"
"การพิจารณาทุนต้องผ่านความเห็นชอบจากใครก่อนเสนอต่ออธิการบดี?","Scholarship"
"ทุนประเภทใดที่ครอบคลุมค่าใช้จ่ายมากที่สุด?","Scholarship"
"เบี้ยเลี้ยงสำหรับการฝึกอบรมในต่างประเทศจ่ายในอัตราเท่าใด?","Scholarship"
"มีทุนการศึกษาประเภทใดบ้างที่นักศึกษาสามารถสมัครขอได้?","Scholarship"
"กระบวนการคัดเลือกผู้รับทุนการศึกษามีขั้นตอนอย่างไร?","Scholarship"
"มีเกณฑ์การพิจารณาคุณสมบัติของผู้สมัครรับทุนอย่างไร?","Scholarship"
"ระยะเวลาและช่วงเวลาในการเปิดรับสมัครทุนมีกำหนดอย่างไร?","Scholarship"
"การยื่นเอกสารประกอบการสมัครทุนต้องดำเนินการอย่างไร?","Scholarship"
"การตัดสินผลการคัดเลือกทุนใช้เกณฑ์ใดในการพิจารณา?","Scholarship"
"อัตราการให้ทุนการศึกษาในแต่ละประเภททุนเป็นอย่างไร?","Scholarship"
"ข้อแตกต่างระหว่างทุนเต็มจำนวนและทุนบางส่วนเป็นอย่างไร?","Scholarship"
"เงื่อนไขในการรักษาสิทธิ์ผู้รับทุนมีอะไรบ้าง?","Scholarship"
"กรณีที่นักศึกษาผู้รับทุนสำเร็จการศึกษา มีเงื่อนไขใดบ้าง?","Scholarship"
"ผู้สมัครต้องเตรียมเอกสารหลักฐานอะไรบ้างในการขอรับทุน?","Scholarship"
"นักศึกษาต้องส่งรายงานความก้าวหน้าในระหว่างรับทุนหรือไม่?","Scholarship"
"ขั้นตอนการขอปรับเปลี่ยนแผนการใช้เงินทุนมีวิธีการอย่างไร?","Scholarship"
"โอกาสในการได้รับต่อเนื่องมีเงื่อนไขอย่างไรบ้าง?","Scholarship"
"ความรับผิดชอบของผู้รับทุนเมื่อได้รับการสนับสนุนมีอะไรบ้าง?","Scholarship"
"มีการประกาศรายชื่อผู้ได้รับทุนการศึกษาในช่องทางใดบ้าง?","Scholarship"
"กระบวนการคัดเลือกทุนมีความโปร่งใสและยุติธรรมหรือไม่?","Scholarship"
"สวัสดิการและสิทธิประโยชน์ของผู้รับทุนมีอะไรบ้าง?","Scholarship"
"หากผู้รับทุนมีปัญหาระหว่างการศึกษา สามารถขอความช่วยเหลือได้อย่างไร?","Scholarship"
"เงินทุนที่ได้รับจะสามารถนำไปใช้จ่ายในกิจกรรมใดได้บ้าง?","Scholarship"
"แนวทางการยื่นขอต่ออายุเงินทุนมีวิธีการอย่างไร?","Scholarship"
"การจัดสรรทุนที่จำกัดจะมีหลักเกณฑ์พิจารณาแบบใด?","Scholarship"
"ลักษณะของนักศึกษาที่มีโอกาสได้รับทุนมากมีอะไรบ้าง?","Scholarship"
"มีการให้คำปรึกษาแนะนำการสมัครทุนแก่นักศึกษาหรือไม่?","Scholarship"
"สถานะทางการเงินของครอบครัวนักศึกษามีผลต่อการพิจารณาไหม?","Scholarship"
"ระยะเวลาการรับทุนการศึกษาแต่ละประเภททุนเป็นอย่างไร?","Scholarship"
"มีการจัดกิจกรรมส่งเสริมหรือยกย่องผู้รับทุนการศึกษาหรือไม่?","Scholarship"
"หากนักศึกษาผู้รับทุนมีปัญหาทางการเงิน จะสามารถขอความช่วยเหลือได้หรือไม่?","Scholarship"
"เอกสารและหลักฐานที่ใช้ในการสมัครทุนการศึกษามีอะไรบ้าง?","Scholarship"
"การดำเนินการทางวินัยกับผู้รับทุนที่ไม่ปฏิบัติตามเงื่อนไขมีรูปแบบอย่างไร?","Scholarship"
"จะมีการลงโทษอย่างไรหากข้าพเจ้าไม่ปฏิบัติตามเงื่อนไขของทุน?","Scholarship"
"เอกสารและหลักฐานอะไรบ้างที่ข้าพเจ้าต้องใช้ในการสมัครทุน?","Scholarship"
"หากผมมีปัญหาทางการเงิน จะขอความช่วยเหลือได้อย่างไร?","Scholarship"
"มีกิจกรรมพิเศษเพื่อส่งเสริมหรือยกย่องผู้รับทุนการศึกษาหรือไม่?","Scholarship"
"ระยะเวลาที่ฉันจะได้รับทุนแต่ละประเภททุนเป็นอย่างไร?","Scholarship"
"สถานะทางการเงินของครอบครัวข้าพเจ้ามีผลต่อการพิจารณาหรือไม่?","Scholarship"
"มีการให้คำปรึกษาเกี่ยวกับการสมัครทุนให้กับนักศึกษาหรือไม่?","Scholarship"
"ลักษณะของนักศึกษาที่น่าจะได้รับทุนมากมีอะไรบ้าง?","Scholarship"
"เกณฑ์การจัดสรรทุนการศึกษาที่จำกัดมีหลักเกณฑ์อย่างไร?","Scholarship"
"ฉันจะขอต่ออายุเงินทุนได้อย่างไร?","Scholarship"
"เงินทุนที่ได้รับสามารถนำไปใช้จ่ายในเรื่องใดได้บ้าง?","Scholarship"
"หากหนูมีปัญหาระหว่างการศึกษา จะขอความช่วยเหลือได้อย่างไร?","Scholarship"
"ผมจะได้รับสวัสดิการและสิทธิประโยชน์อะไรบ้าง?","Scholarship"
"กระบวนการคัดเลือกทุนมีความยุติธรรมหรือไม่?","Scholarship"
"ช่องทางการประกาศรายชื่อผู้ได้รับทุนมีอะไรบ้าง?","Scholarship"
"เมื่อได้รับทุน ผมจะต้องรับผิดชอบเรื่องอะไรบ้าง?","Scholarship"
"มีโอกาสได้รับทุนต่อเนื่องในปีถัดไปหรือไม่ และมีเงื่อนไขอย่างไร?","Scholarship"
"ข้าพเจ้าจะต้องส่งรายงานความก้าวหน้าระหว่างรับทุนหรือไม่?","Scholarship"
"เอกสารใดบ้างที่เราต้องเตรียมในการยื่นขอรับทุน?","Scholarship"
"เมื่อสำเร็จการศึกษา ข้าพเจ้ามีข้อผูกพันอะไรบ้าง?","Scholarship"
"มีเงื่อนไขใดบ้างที่ต้องปฏิบัติเพื่อรักษาสิทธิ์รับทุน?","Scholarship"
"ความแตกต่างระหว่างทุนเต็มจำนวนและบางส่วนคืออะไร?","Scholarship"
"ฉันจะได้รับทุนการศึกษาในอัตราแค่ไหน?","Scholarship"
"องค์ประกอบใดบ้างที่จะถูกนำมาพิจารณาในการคัดเลือก?","Scholarship"
"ช่วงเวลาในการเปิดรับสมัครทุนเป็นเมื่อไหร่?","Scholarship"
"กระบวนการคัดเลือกทุนการศึกษาเป็นอย่างไร?","Scholarship"
"มีทุนใดบ้างที่ข้าพเจ้าสามารถสมัครขอรับได้?","Scholarship"
"จะต้องมีคุณสมบัติอย่างไรเพื่อมีโอกาสได้รับทุน?","Scholarship"
"จบแล้วทำงานอะไรได้บ้าง?","course"
"ทำไมบางวิชาในหลักสูตรในปีนี้ถึงมีการเปลี่ยนแปลง?","course"
"ฉันจะเลือกวิชาโทในปี 3 ได้อย่างไร?","course"
"สมัครเรียนซัมเมอร์อย่างไร?","course"
"สามารถลงวิชาเรียนแทนการฝึกงานได้ไหม?","course"
"ถ้าลดรายวิชาหลัก 1 วิชาจะเป็นอะไรมั้ย?","course"
"ทำไมถึงต้องเรียนวิชานี้?","course"
"แก้ F วิชา เครือข่ายคอมพิวเตอร์ได้ตอนไหนหรอครับไม่อยากจบปี5?","course"
"สามารถลงวิชาเรียนแทนการฝึกงานได้หรือไม่?","course"
"ฉันสามารถเปลี่ยนสาขาวิชาในระหว่างการเรียนได้หรือไม่ และมีขั้นตอนอย่างไร??","course"
"ลงรายวิชาเรียนอย่างไร?","course"
"ถ้าเรียนแล้วจบไปจะมีงานรับรองแน่นอนรึเปล่า?","course"
"หลักสูตรในปีนี้มีอะไรบ้าง?","course"
"ผมอยากเปลี่ยนสาขาตอนปีสองพอจะได้ไหม?","course"
"ชื่อเต็มของหลักสูตรวิศวกรรมคอมพิวเตอร์ในภาษาไทยคือ?","course"
"ชื่อย่อของหลักสูตรในภาษาอังกฤษคือ?","course"
"จำนวนหน่วยกิตรวมตลอดหลักสูตรวิศวกรรมคอมพิวเตอร์คือกี่หน่วยกิต?","course"
"หลักสูตรวิศวกรรมคอมพิวเตอร์เปิดการเรียนการสอนครั้งแรกในปีใด?","course"
"ภาษาที่ใช้ในการจัดการเรียนการสอนในหลักสูตรนี้คือภาษาอะไร?","course"
"หลักสูตรวิศวกรรมคอมพิวเตอร์เป็นหลักสูตรประเภทใด?","course"
"หลักสูตรนี้รับนักศึกษาประเภทใดบ้าง?","course"
"หลักสูตรวิศวกรรมคอมพิวเตอร์ได้รับความเห็นชอบจากสภาสถาบันเมื่อวันที่เท่าใด?","course"
"ช่วยบอกวัตถุประสงค์หลักในการจัดทำหลักสูตรนี้?","course"
"หลักสูตรนี้มีความเกี่ยวข้องกับพันธกิจข้อใดของสถาบัน?","course"
"หลักสูตรวิศวกรรมคอมพิวเตอร์ต้องอาศัยความสัมพันธ์กับศาสตร์ใดเป็นพื้นฐาน?","course"
"รายวิชาที่เปิดสอนในหลักสูตรนี้สามารถให้บริการแก่นักศึกษาอื่นได้หรือไม่?","course"
"แนวทางการจัดการศึกษาของหลักสูตรนี้ให้ความสำคัญกับเรื่องใดเป็นพิเศษ?","course"
"ปรัชญาของหลักสูตรวิศวกรรมคอมพิวเตอร์มีอะไรบ้าง?","course"
"หลักสูตรนี้เน้นเนื้อหาในด้านใดเป็นหลัก?","course"
"หลักสูตรนี้ให้ความสำคัญกับเครื่องมือใดเป็นพิเศษ?","course"
"หลักสูตรนี้เน้นผลการเรียนรู้ที่คาดหวังในข้อใดเป็นสำคัญ?","course"
"คุณลักษณะใดที่ผู้สำเร็จการศึกษาควรมีในการทำงานวิชาชีพ?","course"
"ผลการเรียนรู้ (ELO) ข้อใดเกี่ยวข้องกับทักษะด้านการสื่อสาร?","course"
"จุดเด่นของหลักสูตรนี้คือ?","course"
"การพัฒนาหลักสูตรมีพื้นฐานมาจากมาตรฐานขององค์กรไหน?","course"
"การเชื่อมโยงกับภาคอุตสาหกรรมและผู้ประกอบการดำเนินการผ่านกิจกรรมใด?","course"
"หลักสูตรนี้มีการปรับปรุงย่อยทุกกี่ปี?","course"
"การจัดการศึกษาตลอดชีวิตคืออะไร?","course"
"ระบบการจัดการศึกษาของสถาบันเทคโนโลยีจิตรลดาใช้ระบบใด?","course"
"ในระบบทวิภาค ภาคการศึกษาปกติใช้ระยะเวลาไม่น้อยกว่ากี่สัปดาห์?","course"
"ตามหลักสูตรการจัดการศึกษาภาคฤดูร้อนมีระยะเวลาไม่น้อยกว่ากี่สัปดาห์?","course"
"การเทียบเคียงหน่วยกิตในระบบทวิภาคระบุว่าอย่างไร?","course"
"คุณสมบัติที่ถูกต้องสำหรับผู้เข้าศึกษาในหลักสูตรนี้?","course"
"ผู้ที่สำเร็จการศึกษาระดับ ปวช. ในสาขาใดสามารถสมัครเข้าศึกษาได้?","course"
"ปัญหาหลักของนักศึกษาแรกเข้าคืออะไร?","course"
"จะใช้กลยุทธ์อะไรเพื่อแก้ไขปัญหานักศึกษาแรกเข้า?","course"
"ค่าใช้จ่ายเฉลี่ยต่อหัวนักศึกษาต่อภาคการศึกษาคือเท่าใด?","course"
"จำนวนหน่วยกิตรวมตลอดหลักสูตรวิศวกรรมคอมพิวเตอร์คือกี่หน่วยกิต?","course"
"หมวดวิชาศึกษาทั่วไปต้องเรียนไม่น้อยกว่ากี่หน่วยกิต?","course"
"วิชาในกลุ่มวิชาภาษา มีกี่หน่วยกิตทั้งหมด?","course"
"ช่วยระบุรายวิชาในกลุ่มวิชาสังคมศาสตร์?","course"
"รายวิชาภาษาอังกฤษเพื่อการสื่อสารมีจำนวนหน่วยกิตเท่าใด?","course"
"วิชาปรับพื้นฐานด้านภาษามีการวัดผลในรูปแบบใด?","course"
"นักศึกษาสามารถยกเว้นการเรียนวิชาปรับพื้นฐานได้เมื่อใด?","course"
"หมวดวิชาเฉพาะกำหนดให้เรียนไม่น้อยกว่ากี่หน่วยกิต?","course"
"รายวิชา (คณิตศาสตร์วิศวกรรม 1) มีหน่วยกิตเท่าใด?","course"
"รายวิชาใดอยู่ในกลุ่มวิชาแกน?","course"
"วิชาปฏิบัติการฟิสิกส์มีหน่วยกิตในรูปแบบใด?","course"
"กลุ่มวิชาบังคับในหมวดเฉพาะด้านมีหน่วยกิตรวมทั้งหมดเท่าใด?","course"
"รายวิชาใดจัดอยู่ในกลุ่มวิชาเทคโนโลยีเพื่องานประยุกต์?","course"
"กลุ่มวิชาโครงสร้างพื้นฐานของระบบมีกี่หน่วยกิตรวมกัน?","course"
"รายวิชา (เครือข่ายคอมพิวเตอร์) จัดอยู่ในกลุ่มใด?","course"
"วิชาฝึกงานวิศวกรรมคอมพิวเตอร์ต้องใช้ระยะเวลาอย่างน้อยกี่ชั่วโมง?","course"
"รายวิชาใดจัดอยู่ในกลุ่มวิชาชีพเลือก?","course"
"รายวิชา (การประมวลผลภาพ) อยู่ในกลุ่มวิชาใด?","course"
"ในปีที่ 1 ภาคการศึกษาที่ 1 นักศึกษาต้องเรียนวิชาใดที่ไม่นับหน่วยกิต?","course"
"รายวิชาใดที่เรียนในปีที่ 2 ภาคการศึกษาที่ 1?","course"
"นักศึกษาสามารถเลือกเรียนวิชาใดในภาคการศึกษาที่ 3 ปีที่ 2?","course"
"ในปีที่ 4 ภาคการศึกษาที่ 2 นักศึกษาต้องทำโครงงานวิศวกรรมคอมพิวเตอร์ในขั้นใด?","course"
"วิชาจริยธรรมวิชาชีพทางด้านคอมพิวเตอร์ หน่วยกิตเท่าใด?","course"
"รายวิชา การคิดสร้างสรรค์เพื่อสังคม มุ่งเน้นด้านใด?","course"
"วิชา กฎหมายในชีวิตประจำวัน สอนกฎหมายอะไรบ้าง?","course"
"รายวิชา "สุขภาวะกายและจิต" มุ่งเน้นการศึกษาในเรื่องอะไร?","course"
"ภาวะผู้นำและบุคลิกภาพเป็นวิชาที่เน้นด้านใด?","course"
"รายวิชา คณิตศาสตร์และสถิติในชีวิตประจำวัน มุ่งเน้นการนำคณิตศาสตร์ไปใช้ในเรื่องอะไร?","course"
"วิชา ภาษาอังกฤษเพื่อการสื่อสาร มีเงื่อนไขในการลงทะเบียนอย่างไร?","course"
"นักศึกษาสามารถเข้าฝึกงานได้เมื่อมีหน่วยกิตสะสมอย่างน้อยกี่หน่วยกิต?","course"
"เป้าหมายของการฝึกงานคืออะไร?","course"
"การทำโครงงานต้องเป็นหัวข้อที่เกี่ยวข้องกับอะไร?","course"
"โครงงานวิศวกรรมคอมพิวเตอร์ 1 ต้องส่งอะไรเมื่อจบวิชา?","course"
"รายวิชา (การออกแบบระบบฝังตัว) เน้นการเรียนรู้ในหัวข้ออะไร?","course"
"วิชา วิทยาการข้อมูลเบื้องต้น เน้นการเรียนรู้เกี่ยวกับอะไร?","course"
"นักศึกษาต้องส่งเอกสารโครงงานฉบับสมบูรณ์เมื่อใด?","course"
"ในการฝึกงาน ฉันจะได้รับการประเมินจากข้อใดบ้าง?","course"
"ภาษาที่สามที่ฉันสามารถเลือกเรียนได้มี ภาษาอะไรบ้าง?","course"
"นักศึกษาต้องเลือกเรียนวิชาภาษาที่สามไม่น้อยกว่ากี่หน่วยกิต?","course"
"ถ้าฉันอยากเลือกเรียนภาษาจีนแทนภาษาญี่ปุ่นต้องทำอย่างไง?","course"








